13,
8.500000e-02,6.900000e-02,1.350000e-01,3.800000e-02,7.900000e-02,5.800000e-02,8.800000e-02,1.260000e-01,9.900000e-02,6.700000e-02,5.000000e-02,6.800000e-02,3.800000e-02,
9.580017e-01, 9.061840e-03, 6.790524e-03, 1.053862e-01, 1.545736e-02, 2.191135e-03, -7.439292e-03, 1.054067e+00,
-1.361296e-02, -7.281372e-02, -3.654114e-02, -6.788603e-02, 1.407593e-02, -1.909720e-02, 9.981523e-01, -2.776169e-02,
-5.872767e-02, -6.270935e-03, 5.617246e-03, -3.791898e-02, -1.668524e-03, 9.854647e-01, -2.279733e-03, -1.900830e-02,
2.765067e-03, 2.073154e-02, -5.628021e-02, 1.672498e-02, 1.026696e+00, -2.473910e-02, 8.685603e-03, -4.857412e-03,
6.876906e-03, -7.593855e-03, 1.960785e-02, 1.061307e+00, 1.004424e+00, 1.015470e-02, 1.201026e-02, -5.559452e-02,
1.914374e-03, -4.660396e-02, 4.173839e-02, 9.733371e-01, -2.063729e-02, 6.130138e-02, 3.842930e-03, -6.068316e-02,
-1.287077e-02, -1.308331e-02, 1.004927e+00, 9.997562e-03, 1.770395e-02, -8.354905e-02, -1.911800e-02, 1.541335e-02,
-1.885217e-02, 9.782492e-01, -1.453727e-03, 7.276717e-03, 3.107722e-02, 1.043895e-02, -2.543426e-02, -6.588209e-02,
1.022752e+00, 5.487832e-03, -2.512211e-02, -2.533914e-02, 3.370007e-02, 2.591874e-02, -5.664776e-02, 1.018554e+00,
1.008669e+00, -6.293311e-03, -7.746299e-03, -4.086519e-02, -1.379057e-01, -2.351822e-02, -1.793181e-02, 1.020727e+00,
-2.772398e-02, 6.245154e-02, 4.119021e-02, 2.065490e-02, 1.643267e-02, -2.976712e-02, 1.043634e+00, -1.497326e-02,
9.331003e-02, 1.685448e-02, -3.606652e-02, -1.023144e-03, 1.508338e-02, 9.569879e-01, -2.191076e-02, -1.297782e-02,
-4.202871e-02, -1.070202e-02, 5.991940e-02, 5.173809e-03, 9.870654e-01, 1.950002e-02, 1.091825e-03, -1.936273e-02,
4.566103e-03, -1.884882e-02, 2.229009e-02, 9.051774e-01, 9.592486e-01, 3.283062e-02, -4.059598e-03, 4.566740e-02,
-8.736902e-02, -3.260427e-02, 7.771138e-03, 1.033250e+00, 1.673231e-03, 6.741904e-02, 4.382739e-03, -7.184596e-02,
1.355052e-02, 2.321010e-02, 9.325257e-01, -2.257860e-02, 6.814540e-02, 9.212408e-03, -4.154713e-03, -2.301419e-02,
2.237656e-02, 1.018502e+00, 3.862377e-02, 5.209768e-02, -9.470377e-03, -2.953929e-02, 8.810035e-02, -4.811964e-02,
9.979345e-01, 2.634277e-02, 4.464745e-03, -7.121290e-03, 6.960203e-03, 2.447614e-02, -9.939673e-03, 1.004443e+00,
9.530468e-01, 5.031646e-03, 2.416210e-02, -2.207340e-01, 1.183869e-02, 8.621883e-02, 4.476177e-02, 9.317156e-01,
3.914547e-02, 1.386657e-01, 1.328060e-02, 4.015365e-02, 1.015189e-02, 2.924994e-02, 9.627348e-01, 2.136799e-02,
-7.386911e-02, 5.152335e-02, -1.663650e-02, 5.166491e-02, 4.880044e-03, 1.083603e+00, 5.547837e-02, 7.308054e-02,
7.564220e-03, -7.028656e-03, 8.088508e-03, 6.489758e-02, 1.021285e+00, 3.811040e-02, 2.861762e-02, 3.414515e-02,
-2.129104e-02, 5.182130e-02, 4.108809e-02, 1.128079e+00, 1.010990e+00, -9.785592e-03, -4.437732e-02, 2.818285e-02,
4.821903e-02, -1.528021e-03, -1.735494e-02, 9.901885e-01, 7.176609e-02, -8.846368e-03, -2.773077e-02, -1.371072e-01,
-6.486233e-02, 4.407730e-02, 1.019358e+00, -3.802509e-02, -7.218549e-02, 7.673068e-02, -1.843631e-02, -8.265490e-03,
4.634551e-03, 9.590552e-01, -3.252298e-02, -1.251761e-02, 2.422197e-03, 2.236970e-03, -1.309951e-02, -4.742274e-02,
9.671430e-01, -3.785752e-03, -5.114303e-03, -1.167227e-02, 2.051391e-02, -5.214862e-02, -1.142622e-02, 1.130134e+00,
1.093009e+00, -2.609563e-02, -3.245222e-02, -8.008265e-03, 5.345902e-02, -7.515565e-03, -4.097509e-02, 1.006495e+00,
-3.661382e-03, -7.269086e-03, -1.050879e-02, 1.241442e-02, -5.134750e-02, -2.197718e-02, 1.077005e+00, 9.093796e-03,
9.043384e-02, -6.188726e-02, 1.610215e-02, -8.904027e-03, -3.606339e-03, 1.024075e+00, -2.690747e-02, 9.310471e-03,
-4.005769e-03, 1.381996e-02, 1.297976e-03, -1.306907e-02, 1.003494e+00, -1.863281e-02, 1.003886e-03, 5.479838e-03,
-1.876659e-02, 1.549102e-03, -2.517673e-02, 9.184752e-01, 9.837267e-01, 3.107444e-02, 7.956404e-03, 5.870252e-02,
3.284206e-02, 1.398049e-02, 7.082421e-02, 9.431333e-01, -8.584611e-03, -1.007216e-02, -7.051342e-02, 1.076882e-01,
