3 5 6 9 12 0 0 0 0 0 0 0 0 
3 4 7 8 10 11 13 0 0 0 0 0 0 
1 2 5 6 7 8 9 10 11 13 0 0 0 
2 5 7 12 13 0 0 0 0 0 0 0 0 
1 3 4 6 7 9 12 13 0 0 0 0 0 
1 3 5 7 10 0 0 0 0 0 0 0 0 
2 3 4 5 6 10 13 0 0 0 0 0 0 
2 3 9 10 11 0 0 0 0 0 0 0 0 
1 3 5 8 11 12 13 0 0 0 0 0 0 
2 3 6 7 8 0 0 0 0 0 0 0 0 
2 3 8 9 13 0 0 0 0 0 0 0 0 
1 4 5 9 13 0 0 0 0 0 0 0 0 
2 3 4 5 7 9 11 12 0 0 0 0 0 
